,SequencingID,ModelID,IsDefaultEntryForModel,ModelConditionID,IsDefaultEntryForMC,ENST00000000233.10,ENST00000000412.8,ENST00000000442.11,ENST00000001008.6,ENST00000001146.7,ENST00000002125.9,ENST00000002165.11,ENST00000002501.11,ENST00000002596.6,ENST00000002829.8,ENST00000003084.11,ENST00000003100.13,ENST00000003302.8,ENST00000003583.12,ENST00000003912.7,ENST00000004103.8,ENST00000004531.14,ENST00000004982.6,ENST00000005082.13,ENST00000005178.6,ENST00000005180.9,ENST00000005226.12,ENST00000005257.7,ENST00000005259.9,ENST00000005260.9,ENST00000005284.4,ENST00000005286.8,ENST00000005340.10,ENST00000005374.10,ENST00000005386.8,ENST00000005558.8,ENST00000005756.5,ENST00000005995.8,ENST00000006015.4,ENST00000006053.7,ENST00000006251.11,ENST00000006275.8,ENST00000006658.11,ENST00000006724.7,ENST00000006750.8,ENST00000006777.11,ENST00000007264.7,ENST00000007390.3,ENST00000007414.8,ENST00000007510.8,ENST00000007516.8,ENST00000007699.10,ENST00000007708.7,ENST00000007722.11,ENST00000007735.4,ENST00000007969.12,ENST00000008180.13,ENST00000008391.4,ENST00000008440.9,ENST00000008527.10,ENST00000008876.7,ENST00000008938.5,ENST00000009041.12,ENST00000009105.5,ENST00000009180.10,ENST00000009530.12,ENST00000009589.8,ENST00000010132.6,ENST00000010299.10,ENST00000010404.6,ENST00000011292.8,ENST00000011473.6,ENST00000011619.6,ENST00000011653.9,ENST00000011684.11,ENST00000011691.6,ENST00000011700.10,ENST00000011898.10,ENST00000011989.11,ENST00000012049.10,ENST00000012134.7,ENST00000012443.9,ENST00000013034.3,ENST00000013070.11,ENST00000013125.9,ENST00000013222.5,ENST00000013807.9,ENST00000013894.3,ENST00000014914.6,ENST00000014930.9,ENST00000014935.7,ENST00000016171.6,ENST00000016913.8,ENST00000016946.8,ENST00000017003.7,ENST00000019019.6,ENST00000019103.8,ENST00000019317.8,ENST00000020673.6
0,CDS-010xbm,ACH-001113,Yes,MC-001113-k2lR,Yes,6.237495344699683,7.083953549007523,4.56637874885444,6.399858039401322,2.0676882742507874,3.7175589739997075,2.921178275550483,1.9132789190382982,0.10917598962325302,2.1108062076850826,0.0,6.728550420867108,1.6496517846326133,0.0,0.0,0.0,1.8804030310406301,0.5129711807634654,1.9750974682598585,0.0,1.0605952961460912,0.0,4.574831816281504,4.227382128457235,3.5262935890865026,0.0,2.2653759823061512,3.546226869979222,1.4350839472142152,3.9485712270903237,4.482746400425046,0.02120821934873442,3.7698779278502563,0.0,3.9579534970289285,0.9878418158210265,3.830299038463397,1.9354982191600973,0.0,0.10505313225150568,5.166510553262852,3.1383734688266216,4.513340657071244,0.8600617505775348,0.0,7.012988437580976,0.0,1.4266442342383858,0.0,0.0,1.9585505811107387,0.0,0.0,1.3012610279569974,3.0311926118585677,0.0789609024190328,0.0,5.174441414805987,0.0,8.70437838069165,0.10738925744384878,11.014786830325757,2.2186801291046216,0.0,0.30553516693151156,0.0,0.9889507542725675,5.748749555348793,0.0,0.8130197602936158,0.0,0.7861881678131224,3.0595551573362334,0.0,2.9556055537809143,0.2212819432805511,4.922896425170425,1.1071434923438874,4.730826597608515,1.6919744993577395,0.017130880562333056,3.636453864943344,0.0,0.0,5.099812722541391,1.192329904820334,4.622881928484235,0.0,4.278641693238653,3.9718783582953865,0.6313622909490586,0.0,2.95436253650984,0.31727859519088336
1,CDS-02TzJp,ACH-001289,Yes,MC-001289-BpdI,Yes,7.011026986505027,6.774082944852834,3.494889049029208,6.028152084982667,0.0,3.163402603082623,3.7712367479407547,3.597841370959846,0.09847884907639742,0.5784112784552238,0.0,7.118498014287445,2.0451563604298553,0.12376153432515384,0.0,0.06712239296616393,0.5745258959930097,0.2758986197948212,3.52695732331214,0.0,0.0,0.0,5.568253449030149,4.6789568622985405,2.7171572061631224,0.024852966396550873,2.203738659799958,4.671499740116112,2.317545751640244,3.9661988902605736,3.820281811414998,0.0,0.0,0.0,0.013250708578104422,0.0,3.0831614473161837,1.1464545080348765,0.0,0.2416461844654948,5.7217638239931405,2.5263272713760894,4.929397374167767,1.24199207031123,0.0,7.622585166503749,0.5026819389457287,2.4874410714755566,0.0,0.0,0.13538514216056852,0.0,0.0,1.0446864759289416,5.587231097342582,0.16412076040408743,0.0,5.675660364587477,0.09592037032256169,0.5246715262841708,0.019172414024976908,10.871510262381031,1.9086104167557465,0.0,1.223839542836126,0.0,1.5656576118130314,5.590739073145902,1.7406215081770244,0.0,0.03184685004486089,1.0304639198558632,2.4546894328019695,0.0,2.211619368644044,0.0,5.903950539275048,0.922305190049809,5.341697250515727,1.7218455321881052,0.01769248343355882,4.9576630334443665,0.17096593104818159,0.021827922122649796,5.488803705456757,1.4138778278530777,4.427919616518251,0.0,4.0319027676471135,2.2414082254210075,1.0266194898916847,0.03687464145894235,2.7475141535890186,0.0
2,CDS-0693hw,ACH-001339,Yes,MC-001339-5nRN,Yes,6.41960426636507,7.239192875637156,3.5381498749456863,5.23273879834202,0.0,3.338076785379892,6.787580156100638,2.619539314252422,0.5022990280939427,0.1954131166092617,0.0,5.757618902154965,1.8763664564148652,0.0,0.0,0.19415262767327332,0.04358948323442881,0.559014017263665,2.2993938438603987,1.5885508260604038,0.252795902943973,0.0,5.78946447219798,6.2645904559893255,3.0904169999946154,0.0,2.4783511185819163,4.601203134999379,2.7305304047442336,3.518357875508043,3.8795726636842187,0.0,0.0,0.040829322314664906,2.796412733364669,0.0,2.852543241860591,1.9239588405750088,0.0,0.353975885407997,4.707611091607874,2.724533279918119,4.319256709469177,1.3821448555427558,0.0,7.2429748397224865,0.30351424500617075,0.5855779193253007,0.0732238417791985,0.0,0.7529489280247753,0.0,0.0,0.6261699642705552,3.446946440660859,0.06390325189434169,0.0,6.546708672007858,0.0,6.248011642890851,3.4922913525703647,10.968768941602585,1.978746238643554,0.0,0.0,0.0,1.0594411168021667,5.59575627113964,0.15212110107294854,0.03243943111895407,0.05450816221803425,0.8015626369334282,2.5858643840605815,0.0,3.2075182331589294,0.22300481843699252,4.846899189223548,0.22590049686354555,4.306901699597419,1.2724699670338215,0.2864731148552882,4.945929015358754,0.10040179996993227,2.8799096109624225,4.863940035802266,0.35733016440354615,3.5880658840264195,0.0,3.3074331884414083,3.118602591293937,1.2270965856144254,0.0,2.187356666061103,0.0
3,CDS-07Plat,ACH-001619,No,MC-001619-IR6I,No,7.922184447971636,6.2392953237975,4.160862440510985,5.0140420352355335,0.0,3.4774299502062203,6.957489734803102,3.0252859399400296,1.4748352439723178,0.9570015312742579,0.0,5.299028361899088,1.843987460828018,2.152638713041645,0.0,0.0,1.3032564615508866,4.63921531627062,2.229140279465211,1.4351917193209558,1.053410273615376,0.0,7.2949980148531095,4.9165624870158515,4.284134457869654,0.0,2.978695726097828,3.839838283170017,3.0121027168177026,2.6188346427878053,1.7432193759372991,0.0,0.0,0.27375338519993103,1.5271384138944326,0.5464939677087264,4.220757282252043,2.5707407566515665,0.0,1.0745883238685212,5.622419608543945,4.178042926614909,5.197035831225388,2.207864746918736,0.0,7.993317572117729,0.19859598734199874,0.0,0.0,0.0,1.7117961892067048,1.9222397202041663,0.0,1.6869791424025655,2.346948665639242,0.2902344699392165,0.0,6.489539387343015,0.0,6.568938552567031,1.8083096701878978,12.036286472232998,1.902717292624782,0.0,1.8828570414057706,0.0,0.4680316771913552,4.772384996177599,0.045036106944920495,0.16058722013541482,0.07102946765094104,0.09833331150874955,0.8399974678117318,0.0,4.330799378812058,0.001979461701431045,4.870591291227726,0.5470104880207656,4.5627403962905,0.9830968519959405,0.060454187070161335,4.674678146752916,0.0,4.561408442882856,5.875315903487126,1.6930104967464081,3.5828052618420396,0.0,1.7471420239490403,3.84553170032175,1.159768024007855,0.0,0.0015529464474036687,0.0
4,CDS-08FOcu,ACH-001979,Yes,MC-001979-E3qW,Yes,6.615263717955385,6.316929668789639,3.548119196868705,4.838862288855849,0.0,2.1678787712330965,6.119478734505217,2.5544739226269324,2.074411925321237,0.24866719855098166,0.0,6.246767842017819,1.4454676940971751,0.9468416309154687,0.2673320385863548,0.0,0.00435468830851314,0.2750988524450728,2.3267099089966723,3.137782035373396,0.0,0.0,5.465739860605182,5.852731513140508,0.7413979511175853,0.0,0.0,3.7488394614947063,1.1186374728346125,3.1331299616451944,2.9889431218721687,0.0,0.0,0.0,6.22967483942251,0.0,3.6960110674612987,2.0266251551590755,0.0,0.0,6.751877587693411,3.120423442912825,4.604658544752704,1.3422486523093502,0.0,6.376707994496064,0.0,0.7702049058041964,0.0,0.0,1.2293190457750611,0.0,0.0,0.9935613326267857,3.243857173474348,0.0,0.0,5.883373821587135,0.0,0.0,0.0,11.567705273207036,1.9990334312805218,0.0,0.0,0.0,1.7105395483076795,5.518059921826728,0.09866209772386274,0.0,0.02406147467746435,1.0266548974478988,2.253386353849125,0.0,4.021962736179219,0.0,4.50078198008457,0.8249576207295114,4.239805556048805,0.0,0.0,7.0742731782764565,0.0,0.0,5.06706941628669,0.6640932145847644,3.838648275069038,0.0,2.82052659726605,3.1153494222723417,1.5253713404953766,0.0,1.6719885069917397,0.0
5,CDS-09EywZ,ACH-002438,Yes,MC-002438-Fyw5,Yes,6.6958178626037395,5.908569012110849,3.8577949252168433,4.845468473083268,0.04750488602217451,3.041856067439786,6.856155926452246,2.3385781609413803,0.13683448275948762,2.876710438898267,0.0,5.646463984170407,2.4326077743024572,0.44016341542532605,0.0,0.0,3.898644481701116,3.81620114409791,1.6295184260129862,5.145417298337964,1.8121281086142607,0.0,5.300734836448008,4.191495693948099,3.256934708718893,0.0,3.37183037038968,4.241944111815965,1.9045688748185856,3.199674072143679,2.755324091795279,0.0,0.0,5.014506250259371,0.0,0.0,2.723010211316816,2.29780241454574,0.0,0.322494674230524,5.667335399745117,2.8639178403476007,4.450479851129102,1.3102918360588385,0.0,7.028192240876844,0.05695802558377419,2.8059995949885184,0.062024976238593946,0.0,0.7337647452443519,0.0,0.0,1.084867731033998,3.447263646885085,0.04673550487459504,0.0,5.398086682237559,0.0,5.097054004415962,0.0,11.750613679020114,1.3785166171894587,0.0,0.0,0.0,1.0698547446973425,5.437847563717204,1.5327822376153917,0.0,0.05024535034024003,1.0329535096307554,5.254867092275326,0.0,3.3491049405095055,7.790342883435335e-05,4.928805150678708,0.3554132609249271,4.945901867622042,0.8482004724927943,2.6759942815064437,5.672363446197693,0.0,5.658666759744222,5.541336381023057,0.5178793568217032,4.391968866774459,0.0,2.6412341050473787,4.2525637874563955,1.1370391635311687,0.0,3.3087333553662783,0.0
6,CDS-0BNTL7,ACH-001538,Yes,MC-001538-vm50,Yes,6.151651337294664,6.507734727476,4.746909018064823,6.2855821006214905,0.5280631607005505,3.0250984462685007,6.235113611745707,2.713067797937732,2.9212104635595626,1.719619359906753,0.013550873399668914,6.318903544556508,2.0284326554737153,0.9877072308681689,0.0,0.08258133790966113,0.0004284168103963836,0.4962220082209295,2.6456809101788092,2.673156800914825,1.7263455877919454,0.0,5.806147705760033,4.33936980831742,3.796813373916201,0.0,3.409328067209872,3.2126633366304906,2.441605115531556,2.9702935812262226,2.5900376209263607,0.0,0.0,0.0,4.077577480794684,0.0,3.6738937671488934,1.7286162646063101,0.0,0.0,3.4779200010956393,2.770334322918233,4.653846002949911,1.0479940883683978,0.0,8.163362099493156,0.41962302379943844,1.4548796934841315,0.24648348851518653,1.213388967629406,1.210651942146158,0.6124449792645249,0.0,1.645696586775273,3.2021871540583895,0.0,0.0,5.4982376853204356,0.0,8.43274706584625,1.9537446296015104,11.328011083857655,1.6491417634909202,0.0,0.0,0.0,0.8201863163109897,5.017276023826319,0.04476060478211891,0.0,0.0,1.110649214773869,2.33447588759733,0.0,2.2778425530287274,0.15530625470927947,3.9739775505044213,0.46551690748094215,4.071603428709352,1.8107967932692448,0.0,5.292252271327179,0.9998867439939338,6.22275261860736,5.297545038979018,0.30293314417412004,4.457100636561868,0.0,2.4118877258507028,2.5869071446764815,2.151314619392494,0.0,1.5725603569119175,0.1168757315942858
7,CDS-0CqPRM,ACH-000242,Yes,MC-000242-8hgc,Yes,6.622967383911318,6.864348906147576,4.415486242892173,5.819455671739913,0.049358930006742366,2.0537275658713727,5.682746039624244,1.3713497612215122,2.854677124685069,4.520792147085732,0.0,6.958207169614672,1.5277920030942063,0.2042784675426614,0.0,0.0,3.1803924810053843,0.03322352139153871,2.932463187175184,1.12912076645937,0.0,0.0,4.741887598775367,4.050156175451239,4.17272903790147,0.0,2.618444236738967,3.552060017181395,2.930758150062534,2.8316125877440066,1.2274644609051415,0.0,0.0,2.5418104352811692,0.049749245061081436,0.0,3.7397800698171206,3.612707289684739,0.0,0.08996586617046681,4.765125429666139,2.958751193416145,4.1308758619120605,1.694179062055311,0.0,7.184420569456508,0.0,1.2373471142530643,1.245547382297108,0.9648894901412013,0.04343130196775854,0.0,0.0,0.4290685065310717,3.6666318558504756,0.0,0.2058153746234189,4.37639117673938,0.0,8.987149916678739,1.043253502319894,10.790836347407177,1.179910363565857,0.09778471853533544,0.0,0.0,0.9425302693355129,4.678447464134176,0.04359648200485361,0.0,0.11501858945958812,0.8557003322138049,1.900740086707174,0.023540668934833957,3.174976480446276,0.11357515792169011,5.612643043374859,0.0,5.13154005751318,2.7173645204925068,0.010726855431445801,3.2676465053095876,0.2968591034666247,4.916734347901664,5.308758179105389,0.5939742235132688,3.2898524618745637,0.0,2.7936913735735747,2.708354124217861,1.5025052626568085,0.0,4.953079232060126,0.09485220892673431
8,CDS-0EOjym,ACH-000708,Yes,MC-000708-TDh8,Yes,7.4176267365380655,6.518184399342876,4.474808967087151,6.676057968680425,0.0,3.386172074564813,4.816619621527725,4.193540893721671,0.5538873471897446,1.1315045399469208,5.474376951901107,6.361471755459518,1.6777846900432374,0.23717943792960217,0.0,6.042760282359837,0.2071182100086511,0.756136869271167,2.6835179308011363,2.9273202085393177,0.0,1.036169919249453,5.6667282488967325,3.039377770158258,4.846265034163755,0.0,1.9101320534593733,3.043870632121677,3.621916946797494,2.726578178386617,0.0,0.0,0.05623668498426912,0.0,0.10646356968426865,0.0,3.8888824226890004,1.2879586277303026,0.0,0.0,5.315486348071155,4.112362519287986,5.325152627021098,2.853294881950735,0.0,8.204283906862493,3.1929866406413208,2.3824622454617628,0.21521014938511207,0.0,0.6533499031665403,2.015589269247473,0.0,0.3200929743014608,2.8954879879805824,0.16874599827046946,0.08504115570837706,4.273607267440318,0.0,8.738700083926725,0.16918358631257124,10.639722986658727,0.766987741847275,0.0,0.0,0.0,0.0,3.74824481251596,0.0,1.331025264348796,0.0893449241501161,0.8538176439443672,1.1123972183851865,0.0,2.55166144872311,0.14105342867018766,4.536557506506546,0.0,4.430879358989016,1.3386429062756375,0.020990691732663887,2.380088570074141,0.0,4.832359865549436,4.34574558058172,1.105944871359226,4.191971351136152,0.0,2.191014903737628,2.485947391577195,1.027414534255279,0.0,2.664224542973586,0.2745061903897438
9,CDS-0Jkjew,ACH-000327,Yes,MC-000327-k5I5,Yes,5.784480766659652,5.385378022353844,5.530150417953942,6.156655387733956,0.4599823606997508,2.859535283328114,5.939314227723882,2.9811377029526,0.47191889954630384,0.037504520808083336,0.20412193156624728,6.2725625493888755,0.37549657156818816,0.0,0.14207747792081912,0.0,1.5485998742827898,0.5357255205681785,1.3148589103308677,1.561610125720358,0.0,0.25080759702239924,3.7436219221394778,2.3817413070346487,3.590090213222693,0.0,1.8267067047635268,2.5842351991251467,1.8810102664936312,2.259577718469898,2.0102151798594305,0.0,3.7868112865333443,0.14947269687380169,0.0,0.0,3.6523402102712326,3.5764700161438956,0.6584135030488654,0.05831511004870189,3.984655696404149,3.2955881512247593,5.264320273267959,0.5705134487557872,0.0,8.508207493124182,1.454931267437607,1.6871991266564317,0.2644271363295639,0.0,0.46389339443729666,0.0,0.0,0.03281037585428429,2.6183866769716473,0.16350646098561095,0.0,3.4414757773978386,0.0,0.8285665939612175,0.028396584234178797,10.120236271322058,0.26882840092980237,0.0,0.7819203145769876,0.0,0.06603268738434251,3.731673652797275,0.07120799675246699,0.0,0.04710977417879411,1.5501022838254686,0.5662628065417433,0.0,2.294053115927419,0.1742389360125371,5.089018669980724,1.025436378016714,4.242722992226739,1.4978151844488645,0.0,3.3615979766172046,0.08651884018722257,3.693895147596945,4.90446097605939,0.9822967158703791,3.094601596378023,0.0,1.3348125177907313,2.8837271573666774,0.7329533675383615,0.0,1.9726481778792284,0.0706462421312815
10,CDS-0KXHWn,ACH-000233,Yes,MC-000233-Fszn,Yes,6.691765304225259,5.771196648623998,2.984771430134903,4.83181579363715,3.5715248882471413,3.065172637293148,2.9623115463248717,1.1228224465671013,0.01201937945909021,0.04585531012153889,0.0,5.375396897317681,1.650706666370909,0.35012605896580123,0.11600936275916901,0.0,1.4299511928506798,0.5850211691265695,2.486882184352955,0.031057775103152257,0.0,0.0,4.761215264779767,4.406647888399823,2.627378276587763,0.0,1.342885230420753,3.918829661435668,1.3605047463396858,1.1814384512200855,3.237123592492206,0.020191387102996006,3.6938323823646324,0.20403802129071325,0.025221613571773435,0.0,3.8286872251027297,2.5834485599978323,0.0,0.11325108700330468,4.9511066608391845,2.6998056808321116,4.386915007098598,1.719694701471782,0.0,6.578834461028183,0.0,0.0,0.17468125228260734,0.0,2.169907368395166,2.689524382320381,0.0,1.0293956362501993,3.7220399293370243,0.21078657947168764,0.21616179522495393,5.199511342863484,0.0,4.375043742043739,2.874530824597991,11.403378023186722,0.7764459820962635,0.0041676910907053255,0.0001240664387360922,0.0,0.49237006559696944,4.776051123388519,0.6460096219636869,0.0,0.07279593322811909,1.7530371015652575,2.6377433120720104,0.0,2.0284326554737153,0.37810650200141177,4.150448139589893,0.0,4.328661859996734,2.3117184573786456,0.11733598632352657,2.4672849590383428,0.0,0.2592917730669347,3.592142330974712,1.5397821688820925,3.621282489473529,0.0,0.097354594385579,3.3966313573489852,1.1269959761853447,0.015914275089663976,0.0,0.4399145724076043
